id,set_id,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,active_ingredient,purpose,indications_and_usage,warnings,dosage_and_administration,inactive_ingredient,effective_time,version,brand_name
1fd86bd1-fd11-991c-e063-6394a90ae8ed,899f057a-914d-49ca-a9fd-9fc48149782a,CVS Naturals,CALCIUM CARBONATE,CVS PHARMACY,51316-300,ORAL,CALCIUM CARBONATE,Active ingredient (per tablet) Calcium carbonate 1000 mg,Purpose Antacid,Uses relieves heartburn acid indigestion sour stomach upset stomach associated with these symptoms,"Warnings Ask a doctor or pharmacist before use if you are presently taking a prescription drug. Antacids may interact with certain prescription drugs. When using this product do not take more than 7 tablets in 24 hours If pregnant do not take more than 5 tablets in 24 hours do not use the maximum dosage for more than 2 weeks, except under the advice and supervision of a doctor Keep out of reach of children","Directions adults and children 12 years of age and over: chew or crush 2-3 tablets completely as symptoms occur, or as directed by a doctor. Do not swallow tablets whole. do not take for symptoms that persist for more than 2 weeks unless advised by a doctor","Inactive ingredients (Coconut Pineapple) Dextrose, gum, Arabic, natural flavors, starch, stearic acid, stevia extract, sucrose,",20240816,5,CVS Naturals
80b6cb72-8650-4fd1-b301-34f6e315f4cb,53b06c48-598e-41ad-ac7a-5508c195535c,infants pain and fever,ACETAMINOPHEN,CVS Pharmacy,59779-590,ORAL,ACETAMINOPHEN,Active ingredient (in each 5 mL) Acetaminophen 160 mg,Purpose Pain reliever/fever reducer,Uses temporarily: • reduces fever • relieves minor aches and pains due to: • the common cold • flu • headache • sore throat • toothache,"Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if your child takes • more than 5 doses in 24 hours, which is the maximum daily amount • with other drugs containing acetaminophen Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: • skin reddening • blisters • rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use • with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. • if your child has ever had an allergic reaction to this product or any of its ingredients Ask a doctor before use if your child has liver disease Ask a doctor or pharmacist before use if your child is taking the blood thinning drug warfarin When using this product do not exceed recommended dose (see overdose warning) Stop use and ask a doctor if • new symptoms occur • pain gets worse or lasts more than 5 days • fever gets worse or lasts more than 3 days • redness or swelling is present. These could be signs of a serious condition. Keep out of reach of children. Overdose warning: In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222). Quick medical attention is critical even if you do not notice any signs or symptoms.","Directions • this product does not contain directions or complete warnings for adult use • do not give more than directed (see overdose warning) • shake well before using • mL = milliliter • find right dose on chart. If possible, use weight to dose; otherwise, use age. • push air out of syringe. Insert syringe tip into bottle opening. • flip bottle upside down. Pull yellow part of syringe to the first dose line and then push product back into bottle. • pull yellow part of syringe until it reaches and stays at the correct dose • dispense liquid slowly into child’s mouth, toward inner cheek • repeat dose every 4 hours while symptoms last • do not give more than 5 times in 24 hours • replace cap tightly to maintain child resistance Dosing Chart Weight (lb) Age (yr) Dose (mL)* under 24 under 2 years ask a doctor 24-35 2-3 years 5 mL * or as directed by a doctor Attention: use only enclosed syringe specifically designed for use with this product. Do not use any other dosing device.","Inactive ingredients anhydrous citric acid, calcium sulfate, carrageenan, flavor, glycerin, hydroxyethyl cellulose, microcrystalline cellulose and carboxymethylcellulose sodium, propylene glycol, purified water, sodium benzoate, sorbitol solution, sucralose, tribasic sodium phosphate",20240817,6,infants pain and fever
17ca6054-a679-22d9-e063-6394a90a2958,34a95450-3f04-4de4-9113-73e7bd5724a0,MAPAP Extra Strength,ACETAMINOPHEN,Major Pharmaceuticals,0904-1987,ORAL,ACETAMINOPHEN,Drug Facts Active Ingredient (in each capsule) Acetaminophen 500 mg,Purpose Purpose Pain reliever/ Fever reducer,Uses Temporarily reduces fever and relieves minor aches and pains due to: headache muscular aches the common cold toothache backache minor pain of arthritis premenstrual and menstrual cramps,"Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take more than 6 capsules in 24 hours, which is the maximum daily amount with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Do not use with any other drugs containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist if you are allergic to acetaminophen or any of the inactive ingredients in this product Ask a doctor before use if you have liver disease Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin Stop use and ask a doctor if pain gets worse or lasts for more than 10 days fever gets worse or lasts more than 3 days new symptoms occur redness or swelling is present. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning: In the case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222) Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.","Directions Do not take more than directed (see overdose warning). adults and children 12 years and over: take 2 capsules every 6 hours while symptoms last Do not take more than 6 capsules in 24 hours,unless directed by a doctor Do not take for more than 10 days unless directed by a doctor children under 12 years: ask a doctor","Inactive Ingredients FD&C Blue #1, FD&C Red #40, Gelatin, Polyvinylpyrrolidone, Pregelatinized Starch, Sodium Starch Glycolate, Stearic Acid and Titanium Dioxide",20240506,7,MAPAP Extra Strength
4a79f73d-09e6-4713-8787-8d0c36e654de,2c516139-0a6a-5ba6-e063-6394a90aa14a,Max Strength Stomach Relief,BISMUTH SUBSALICYLATE,"Harris Teeter, LLC",69256-528,ORAL,BISMUTH SUBSALICYLATE,ACTIVE INGREDIENT(in each 30 mL) Bismuth subsalicylate 1050 mg,PURPOSE Upset stomach reliever and anti-diarrheal,USE(S) relieves: diarrhea heartburn indigestion nausea upset stomach associated with these symptoms,"WARNINGS Reye's Syndrome: Children and teenagers who have or are recovering from chicken pox or flu-like symptoms should not use this product. When using this product, if changes in behavior with nausea and vomiting occur, consult a doctor because these symptoms could be an early sign of Reye's Syndrome, a rare but serious illness. Allergy alert: Contains salicylate. Do not take if you are allergic to salicylates (including aspirin) taking other salicylate products",DIRECTIONS shake well before use mL = milliliter TBSP = tablespoon adults and children 12 years and over: 1 dose (2 TBSP or 30 mL) every hour as needed do not exceed 4 doses (8 TBSP or 120 mL) in 24 hours use until diarrhea stops but not more than 2 days children under 12 years: ask a doctor drink plenty of fluids to help prevent dehydration caused by diarrhea,"INACTIVE INGREDIENTS benzoic acid, D&C red # 22, D&C red # 28, flavor, hydroxyethyl cellulose, potassium hydroxide, purified water, saccharin sodium, salicylic acid, simethicone, xanthan gum",20250212,2,Max Strength Stomach Relief
c41bcab3-9d2a-451f-a678-8fbb37a53161,4d5d1e79-7b3e-41b5-ae6b-a3b0265702ca,La Roche Posay Laboratoire Dermatologique Anthelios 50 Tinted Mineral Face Broad Spectrum SPF 50 Sunscreen,TITANIUM DIOXIDE,Cosmetique Active Production,69625-019,TOPICAL,TITANIUM DIOXIDE,Active ingredient Titanium dioxide 11%,Purpose Sunscreen,"Uses helps prevent sunburn if used as directed with other sun protection measures (see Directions ) , decreases the risk of skin cancer and early skin aging caused by the sun",Warnings For external use only,"Directions For sunscreen use: - shake well before use - apply generously 15 minutes before sun exposure - reapply: - after 40 minutes of swimming or sweating - immediately after towel drying - at least every 2 hours Sun Protection Measures. Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad Spectrum SPF value of 15 or higher and other sun protection meausures including: - limit time in the sun, especially from 10 a.m. - 2 p.m. - wear long-sleeved shirts, pants, hats and sunglasses - children under 6 months of age: Ask a doctor","Inactive ingredients water, isododecane, C12-15 alkyl benzoate, dimethicone, undecane, triethylhexanoin, isohexadecane, styrene/acrylates copolymer, nylon-12, caprylyl methicone, butyloctyl salicylate, phenethyl benzoate, silica, tridecane, dicaprylyl carbonate, dicaprylyl ether, talc, dimethicone/PEG-10/15 crosspolymer, aluminum stearate, pentylene glycol, PEG-9 polydimethylsiloxyethyl dimethcone, iron oxides, alumina, polyhydroxystearic acid, phenoxyethanol, magnesium sulfate, propylene glycol, caprylyl glycol, aluminum hydroxide, PEG-8 laurate, stearic acid, disteardimonium hectorite, diethylhexyl syringlidenemalonate, tocopherol, propylene carbonate, cassia alata leaf extract, maltodextrin, benzoic acid, disodium stearoyl glutamate, PEG-9",20231213,1,La Roche Posay Laboratoire Dermatologique Anthelios 50 Tinted Mineral Face Broad Spectrum SPF 50 Sunscreen
3377fd19-9886-0704-e063-6394a90aad18,337800c3-ac44-beca-e063-6394a90a65db,Nicotine Transdermal System,NICOTINE TRANSDERMAL SYSTEM,"Praxis, LLC","59368-350, 59368-352, 59368-351",TRANSDERMAL,NICOTINE,"Active ingredient (in each patch) Step 1 - Nicotine, 21 mg delivered over 24 hours Step 2 - Nicotine, 14 mg delivered over 24 hours Step 3 - Nicotine, 7 mg delivered over 24 hours",Purpose Stop smoking aid,"Use reduces withdrawal symptoms, including nicotine craving, associated with quitting smoking.","Warnings If you are pregnant or breast-feeding, only use this medicine on the advice of your health care provider. Smoking can seriously harm your child. Try to stop smoking without using any nicotine replacement medicine. This medicine is believed to be safer than smoking. However, the risks to your child from this medicine are not fully known. Ask a doctor before use if you have heart disease, recent heart attack, or irregular heartbeat. Nicotine can increase your heart rate. high blood pressure not controlled with medication. Nicotine can increase your blood pressure. an allergy to adhesive tape or have skin problems, because you are more likely to get rashes. stomach ulcer or diabetes history of seizures Ask a doctor or pharmacist before use if you are using a non-nicotine stop smoking drug taking a prescription medicine for depression or asthma. Your prescription dose may need to be adjusted. When using this product if you have vivid dreams or other sleep disturbances remove this patch at bedtime Stop use and ask a doctor if skin redness caused by the patch does not go away after four days, or if your skin swells, or you get a rash irregular heartbeat or palpitations occur you get symptoms of nicotine overdose, such as nausea, vomiting, dizziness, weakness and rapid heartbeat. you have symptoms of an allergic reaction (such as difficulty breathing or rash) Keep out of reach of children and pets. Used patches have enough nicotine to poison children and pets. If swallowed, get medical help or contact a Poison Control Center right away. Save pouch to use for patch disposal. Dispose of the used patches by folding sticky ends together and putting in pouch.","Directions if you are under 18 years of age, ask a doctor before use before using this product, read the enclosed self-help guide for complete directions and other information begin using the patch on your quit day if you smoke more than 10 cigarettes per day, use the following schedule below: Weeks 1 thru 4 Weeks 5 and 6 Weeks 7 and 8 Step 1 Step 2 Step 3 Use one 21 mg patch/day Use one 14 mg patch/day Use one 7 mg patch/day if you smoke 10 or less cigarettes per day, start with Step 2 for 6 weeks, then Step 3 for 2 weeks apply one new patch every 24 hours on skin that is dry, clean and hairless remove backing from patch and immediately press onto skin. Hold for 10 seconds. wash hands after applying or removing patch. Save pouch to use for patch disposal. Dispose of the used patches by folding sticky ends together and putting in pouch. the used patch should be removed and a new one applied to a different skin site at the same time each day if you have vivid dreams, you may remove the patch at bedtime and apply a new one in the morning do not wear more than one patch at a time do not cut patch in half or into smaller pieces do not leave patch on for more than 24 hours because it may irritate your skin and loses strength after 24 hours it is important to complete treatment. If you feel you need to use the patch for a longer period to keep from smoking, talk to your health care provider.","Inactive ingredients acrylate adhesive, polyester, silicone adhesive",20230101,1,Nicotine Transdermal System
1fb983ac-7405-4236-81dc-eb8b3b18e811,2e81a611-15c2-466e-a111-8ecf939b9560,CHILDRENS ALLERGY RELIEF,FLUTICASONE PROPIONATE,Walgreen Company,0363-4023,NASAL,FLUTICASONE PROPIONATE,Active ingredient (in each spray) Fluticasone propionate (glucocorticoid) 50 mcg,Purpose Allergy symptom reliever,"Uses Temporarily relieves these symptoms of hay fever or other upper respiratory allergies: • nasal congestion • runny nose • sneezing • itchy nose • itchy, watery eyes","Warnings Only for use in the nose. Do not spray into your eyes or mouth. Do not use • in children under 4 years of age • to treat asthma • if you have an injury or surgery to your nose that is not fully healed • if you have ever had an allergic reaction to this product or any of the ingredients Ask a doctor before use if you have or had glaucoma or cataracts Ask a doctor or pharmacist before use if you are taking • medicine for HIV infection (such as ritonavir) • a steroid medicine for asthma, allergies or skin rash • ketoconazole pills (medicine for fungal infection) When using this product • the growth rate of some children may be slower • stinging or sneezing may occur for a few seconds right after use • do not share this bottle with anyone else as this may spread germs • remember to tell your doctor about all the medicines you take, including this one Stop use and ask a doctor if • you have, or come into contact with someone who has, chicken pox, measles or tuberculosis • your symptoms do not get better within 7 days of starting use or you get new symptoms such as severe facial pain or thick nasal discharge. You may have something more than allergies, such as an infection. • you get a constant whistling sound from your nose. This may be a sign of damage inside your nose. • you get an allergic reaction to this product. Seek medical help right away. • you get new changes to your vision that develop after starting this product • you have severe or frequent nosebleeds If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222).","Directions • read the Quick Start Guide for how to: • prime the bottle • use the spray • clean the spray nozzle • shake gently before each use • use this product only once a day • do not use more than directed ADULTS AND CHILDREN 12 YEARS OF AGE AND OLDER • Week 1 – use 2 sprays in each nostril once daily • Week 2 through 6 months – use 1 or 2 sprays in each nostril once daily, as needed to treat your symptoms • After 6 months of daily use – ask your doctor if you can keep using CHILDREN 4 TO 11 YEARS OF AGE • the growth rate of some children may be slower while using this product. Children should use for the shortest amount of time necessary to achieve symptom relief. Talk to your child’s doctor if your child needs to use the spray for longer than two months a year. • an adult should supervise use • use 1 spray in each nostril once daily CHILDREN UNDER 4 YEARS OF AGE • do not use","Inactive ingredients benzalkonium chloride, dextrose, microcrystalline cellulose, phenylethyl alcohol, polysorbate 80, purified water, sodium carboxymethylcellulose",20240710,2,CHILDRENS ALLERGY RELIEF
29f5b17a-acbd-c3e8-e063-6394a90a47b6,f54d0bad-65cd-4281-e053-2a95a90a9e52,ACNE CLEANSER,SALYCILIC ACID,MONAT GLOBAL CORP,78518-011,TOPICAL,SALICYLIC ACID,Active Ingredient Salicylic Acid 2.00%,Purpose Acne Treatment,Uses For the treatment of acne Helps prevent new acne blemishes from forming,"For external use only When using this product skin irritation and dryness are more likely to occur if you use another topicalk acne medication at the same time. If irriatation occurs, only use one topical acne treatment at a time. Avoid contact with eyes. If contact occurs, rinse eyes thoroughly with water. Keep out of reach of children . If product is swallowed, get medical help or contact a poison control center right immediately.",Directions Directions Shake well before use Start with damp skin Apply small amount onto your fingertips and emulsify Gently cleanse the skin using circular motions. Rinse with warm water and gently pat the skin dry Follow with your MONAT skincare Routine,"Inactive Ingredients Water, Sodium Cocoyl Glutamate, Propanediol, Sorbeth-230 Tetraoleate, Cocamidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Sodium Cocoyl Isethionate, PEG-120 Methyl Glucose Dioleate, Niacinamide, Cocamide MIPA, Glycerin, Coconut Acid, Sodium Isethionate, Sodium PCA, Maclura Cochinchinensis Leaf Prenylflavonoids, Glycol Distearate, Laureth-4, Sodium Chloride, Sodium Benzoate, Potassium Sorbate, Polyquaternium-10, Decyl Glucoside, Sorbitan Laurate, Isopropyl Alcohol.",20241223,2,ACNE CLEANSER
38d958a5-c108-265b-e063-6394a90a596f,38d9588d-f2af-a1e7-e063-6294a90a4c7c,0.9 percent saline solution,SODIUM CHLORIDE,Guangzhou Jinsheng Biotechnology Corporation,85797-101,"CUTANEOUS, NASAL, OPHTHALMIC, ORAL",SODIUM CHLORIDE,Active ingredient: Sodium Chloride 0.9%,"Purpose: For facial cleansing, mouth, nose, eye and ear cleansing, hair cleansing to mucous membrane rinsing, wound cleansing, and cleaning of the reaction system during testing to facilitate in vitro testing of the substance to be tested.","For facial cleansing, mouth, nose, eye and ear cleansing, hair cleansing to mucous membrane rinsing, wound cleansing, and cleaning of the reaction system during testing to facilitate in vitro testing of the substance to be tested. Pour the cleansing solution directly onto the affected area to clean.",Warings: NOT FOR INJECTION This product is for single use and should be disposed of in amedical trash can.,Single use dosage vials 15ml each,Inactive ingredient: USP Water,20250701,1,0.9 percent saline solution
37159649-4a9f-9bd7-e063-6294a90a223d,20afcbab-a2f4-7965-e063-6294a90a83d1,dAlba Vegan Fresh Sun Cushion,"ZINC OXIDE, HOMOSALATE, OCTOCRYLENE",ADMTMAX LLC,84662-060,TOPICAL,ZINC OXIDE,active ing,purpose,indication,warning,dosage,inactive ingredients,20250608,2,dAlba Vegan Fresh Sun Cushion
23f91e01-f193-708c-e063-6294a90a28a1,e9d4767b-21f2-b68f-e053-2995a90a5aba,EVERSOFT FOAMING HAND ANTI-BACTERIAL,CHLOROXYLENOL,Draco Hygienic Products Inc.,83019-101,TOPICAL,CHLOROXYLENOL,ACTIVE INGREDIENT Chloroxylenol @ 0.45%,PURPOSE ANTISEPTIC,USE Help prevent cross contaminatioo by hand contact to reduce inlcidence on nosocomial infection.,"WARNINGS For external use only. Avoid food contamination during application and storage. When using this product Avoidcontact witheyes. ln case of contact wlth eyes, flush thoroughly with water Avoid contact with broken skin. Stop use this product and ask a doctor if Conditions worsen or irritation persists. lrritation or redness develops and persisted for more than 72 hours",DIRECTIONS Wet Hands and forearms. Apply a small amount of soap and scrub thoroughly for 1 minute. Rinse thoroughly. Dry hands completely.,"INACTIVE INGREDIENTS Water, Sodium Laureth Sulfate, Propylene Glycol, Polyquatemium 7, Fragrance, Citric Acid, Color Dye.",20241008,2,EVERSOFT FOAMING HAND ANTI-BACTERIAL
28134b54-c3e3-0faa-e063-6394a90a1d31,40cd0ff8-c745-3b99-e054-00144ff88e88,Assorted Fruit Antacid Chews,CALCIUM CARBONATE,Target Corporation,11673-040,ORAL,CALCIUM CARBONATE,Active ingredient (in each chewable tablet) Calcium carbonate 750 mg,Purpose Antacid,Uses: Relieves Heartburn Sour stomach Acid indigestion Upset stomach due to these symptoms,"Warnings Do not take more than 5 chews in a 24-hour period, or use the maximum dosage for more than 2 weeks, except under the advice and supervision of a physician.",Directions Adults and children 12 years and older chew and swallow 1 to 2 chews every 2-4 hours as needed. Do not exceed 5 chews in 24 hours. Children under 12 years consult a doctor.,"Inactive ingredients Beeswax, carmine, carnauba wax, citric acid, corn starch, corn syrup, DL-alpha tocopherol, ethyl acetate, FD&C blue no. 1 aluminum lake, FD&C red no. 40 aluminum lake, FD&C yellow no. 5 (tartrazine), FD&C yellow no. 6, FD&C yellow no. 6 aluminum lake, gum arabic, hydrogenated coconut oil, maltodextrin, medium chain triglycerides, methyl paraben, modified corn starch, natural and artificial flavors, phosphoric acid, pregelatinized corn starch, propyl paraben, propylene glycol, purified water, shellac, sodium benzoate, sorbic acid, sorbitol, soy lecithin, soybean oil, sucrose, and titanium dioxide.",20241129,7,Assorted Fruit Antacid Chews
7ea17a2d-991e-4e50-b7cd-ff08c2b1afeb,dc811e89-e104-4fdf-aabf-f73d41d85f4c,Habitrol Nicotine Polacrilex Gum 2 mg Coated Fruit,NICOTINE POLACRILEX,Dr. Reddy's Laboratories Inc.,75907-301,ORAL,NICOTINE,Active ingredient (in each chewing piece) - 2 mg Nicotine Polacrilex (equal to 2 mg nicotine),Purpose Stop smoking aid,"Use reduces withdrawal symptoms, including nicotine craving, associated with quitting smoking","Warnings If you are pregnant or breast-feeding, only use this medicine on the advice of your health care provider. Smoking can seriously harm your child. Try to stop smoking without using any nicotine replacement medicine. This medicine is believed to be safer than smoking. However, the risks to your child from this medicine are not fully known.","Directions - 2 mg if you are under 18 years of age, ask a doctor before use before using this product, read the enclosed User's Guide for complete directions and other important information begin using the gum on your quit day if you smoke your first cigarette within 30 minutes of waking up, use 4 mg nicotine gum if you smoke your first cigarette more than 30 minutes after waking up, use 2 mg nicotine gum according to the following 12 week schedule: Weeks 1 to 6 Weeks 7 to 9 Weeks 10 to 12 1 piece every 1 to 2 hours 1 piece every 2 to 4 hours 1 piece every 4 to 8 hours nicotine gum is a medicine and must be used a certain way to get the best results chew the gum slowly until it tingles. Then park it between your cheek and gum. When the tingle is gone, begin chewing again until the tingle returns. repeat this process until most of the tingle is gone (about 30 minutes) do not eat or drink for 15 minutes before chewing the nicotine gum, or while chewing a piece to improve your chances of quitting, use at least 9 pieces per day for the first 6 weeks if you experience strong or frequent cravings, you may use a second piece within the hour. However, do not continuously use one piece after another since this may cause you hiccups, heartburn, nausea or other side effects. do not use more than 24 pieces a day it is important to complete treatment. If you feel you need to use the gum for a longer period to keep from smoking, talk to your health care provider.","Inactive ingredients - 2 mg acacia, acesulfame potassium, carnauba wax, FD&C blue #2 lake, FD&C red #40 lake, FD&C yellow #6 lake, flavors, gum base, hydroxypropyl cellulose, magnesium oxide, sodium bicarbonate, sodium carbonate, sucralose, talc, titanium dioxide, xylitol.",20250723,8,Habitrol Nicotine Polacrilex Gum 2 mg Coated Fruit
0c5d598a-dab6-d236-e063-6294a90abf85,ad3f29b0-6b24-3c9d-e053-2995a90a3bbe,Saie Slip Cover Broad Spectrum SPF 35 Sunscreen Tinted Moisturizer Eight,ZINC OXIDE,"Clean Beauty For All, Inc",90086-009,TOPICAL,ZINC OXIDE,Active ingredient Zinc Oxide (15%) Purpose Sunscreen,Purpose Sunscreen,"Uses • helps prevent sunburn • if used as directed with other sun protection measures (see Directions), decreases the risk of skin cancer and early skin aging caused by the sun.","Warnings For external use only. Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If product is swallowed, get medical help or contact a Poison Control Center right away.","Directions For sunscreen use: • apply liberally 15 minutes before sun exposure • use a water resistant sunscreen if swimming or sweating • reapply at least every 2 hours • Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a broad spectrum SPF of 15 or higher and other sun protection measure including: • limit time in the sun, especially from 10 A.M.-2 P.M. • wear long-sleeve shirts, pants, hats and sunglasses • children under 6 months: Ask a doctor Sun Protection Measures:","Inactive ingredients Water, Coco-caprylate/caprate, Vitis Vinifera (Grape) Seed Oil, C15-19 Alkane, Isocetyl Stearoyl Stearate, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Sodium Hyaluronate Crosspolymer, Jojoba Esters, Tribehenin, Beeswax, Glyceryl Stearate, Leuconostoc/ Radish Root Ferment Filtrate, Glycerin, Lactobacillus, Acacia Senegal Gum, Xanthan Gum, Viola Tricolor Extract, Bisabolol, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Hyaluronate, Aloe Barbadensis Leaf Extract, Cocos Nucifera (Coconut) Fruit Extract. May Contain: Titanium Dioxide, Iron Oxides, Mica.",20231212,2,Saie Slip Cover Broad Spectrum SPF 35 Sunscreen Tinted Moisturizer Eight
1fbeb95e-74a3-a563-e063-6394a90ab112,f7ad1b52-6d9d-4a12-a6ab-6584ffc39cc9,SOLARA SUNCARE - TIME TRAVELER SPF-30 UNSCENTED,ZINC OXIDE,"SOLARA SUNCARE, INC.",73054-105,TOPICAL,ZINC OXIDE,"ACTIVE INGREDIENTS Non-Nano, Non-Coated Zinc Oxide 20%",PURPOSE Sunscreen,"USES helps prevent sunburn if used as directed with other sun protection measures (see Directions), decreases the risk of skin cancer and early skin aging caused by the sun",WARNINGS For external use only Do not use on damaged or broken skin When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs,"DIRECTIONS shake or knead before each use apply generously and evenly 15 minutes before sun exposure reapply: after 40 minutes of swimming or sweating immediately after towel drying at least every 2 hours Sun Protection Measures. Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease the risk, regularly use asunscreen with a Broad Spectrum SPF value of 15 or higher and other sun protection measures including: limit time in the sun, especially from 10 a.m. - 2 p.m. wear long-sleeve shirts, pants, hats, and sunglasses children under 6 months: Ask a doctor","INACTIVE INGREDIENTS Water (Aqua), Caprylic/Capric Triglyceride, Glycerin, C13-14 Alkane, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Butyrospermum Parkii (Shea) Butter, Coco-Caprylate, Propanediol, Cocos Nucifera (Coconut) Oil, Hydrogenated Castor Oil, Magnesium Sulfate, Copper Tripeptide-1, Acetyl Heptapeptide-4, Ceramide Ng, Helianthus Annuus (Sunflower) Seed Wax, Squalane, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Withania Somnifera (Ashwagandha) Root Extract, Perilla Frutescens (Mint) Leaf Extract, Punica Granatum Flower Extract, Avena Sativa (Oat) Kernel Extract, Gardenia Taitensis (Tahitian Gardenia) Flower Extract, Rubus Idaeus Leaf Extract, Potassium Sorbate, Terminalia Ferdinandiana Fruit Extract, Caprylyl Glycol, Phenylpropanol, Sorbitan Olivate, Isostearic Acid, Lecithin, Cetyl Palmitate, Sorbitan Palmitate, Polyglyceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Fructose",20240815,9,SOLARA SUNCARE - TIME TRAVELER SPF-30 UNSCENTED
2bad48fd-5c8f-031a-e063-6394a90a1602,d1b7d626-26e3-17ea-e053-2a95a90a15cf,The Ordinary Salicylic Acid 2% Solution,SALICYLIC ACID,Deciem,72208-211,TOPICAL,SALICYLIC ACID,Salicylic Acid (2%),Acne Treatment,acne,Warnings,clean skin thoroughly before applying this product. Cover the entire affected area with a thin layer one to three times daily,"Cocamidopropyl Dimethylamine, Chlorphenesin, Citric Acid, Hydroxyethylcellulose, Phenoxyethanol, Polysorbate 20, Saccharide Isomerate, Sodium Citrate, Sodium Hydroxide, Water.",20250114,5,The Ordinary Salicylic Acid 2% Solution
0831d32f-b4be-6e8b-e063-6294a90a38b8,062ffd88-2016-3c4d-e063-6394a90a5cf9,Farmasi BB Cream LIGHT to MEDIUM 02,TITANIUM DIOXIDE,TAN ALIZE KOZMETIK VE TEMIZLIK URUNLERI SANAYI VE TICARET ANONIM SIRKETI,78317-052,TOPICAL,TITANIUM DIOXIDE,Active Ingredient: Titanium Dioxide 3.5% Purpose: Sunscreen,Purpose: Sunscreen,Use: Helps prevent sunburn.,"Warnings: For external use only. Do not use on damaged or broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of the children. If swallowed, get medical help or contact a Poison Control Center right away. Shake well before use.","Directions: For Sunscreen Use Apply 15 minutes before sun exposure. Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a Broad Spectrum SPF value of 15 or higher and other sun protection measures including Limit time in the sun, especially from 10 a.m. – 2 p.m. Wear long-sleeved shirts, pants, hats, and sunglasses.","Inactive Ingredients: Water/Aqua, Cyclopentasiloxane, Butylene Glycol, PEG-10 Dimethicone, Dimethicone, Disteardimonium Hectorite, Trimethylsiloxysilicate, Phenoxyethanol, Phenethyl Alcohol, Sodium Chloride, Sodium Carrageenan, Silica, Sea Salt/Maris Sal, Polymethylsilsesquioxane, Jojoba Esters, Tocopherol, Tocopheryl Acetate, Ethylhexylglycerin, Triethoxycaprylylsilane, Fragrance.(+/- May Contain: Titanium Dioxide/CI77891, Iron Oxides/CI 77491,CI 77492, CI77499.)",20231020,3,Farmasi BB Cream LIGHT to MEDIUM 02
